27/1/1980,RES_510R,8
11/2/1980,CAP_27uF,6
24/2/1980,Z80A,5
10/3/1980,LF356,3
8/4/1980,BC107,6
23/4/1980,LF356,6
26/4/1980,CAP_27uF,5
11/5/1980,LF356,4
25/5/1980,Z80A,1
7/6/1980,BC107,6
25/6/1980,NE555,3
17/8/1980,NE555,7
26/8/1980,BC108,7
27/8/1980,LF356,5
9/9/1980,CAP_1600pf,4
28/9/1980,Z80A,4
18/10/1980,NE555,4
20/10/1980,RES_510R,6
2/11/1980,Z80A,4
8/11/1980,CAP_30uF,5
10/11/1980,CAP_30uF,7
20/11/1980,RES_24K,4
16/12/1980,RES_24K,8
25/12/1980,AC125,5
3/1/1981,CAP_1600pf,6
9/1/1981,NE555,6
13/1/1981,AC125,7
14/1/1981,CAP_1600pf,7
22/1/1981,LF356,5
2/3/1981,LF356,5
5/3/1981,LF356,7
6/3/1981,NE555,4
11/3/1981,BC108,1
11/3/1981,AC125,8
29/3/1981,CAP_1600pf,7
31/3/1981,Z80A,1
8/4/1981,CAP_1600pf,7
15/4/1981,CAP_1600pf,4
26/4/1981,CAP_12nF,4
27/4/1981,NE555,6
2/5/1981,AC125,6
18/5/1981,LF356,4
25/5/1981,CAP_30uF,6
25/6/1981,LF356,7
26/6/1981,TL741,6
1/7/1981,NE555,2
3/7/1981,CAP_12nF,2
17/7/1981,BC108,3
29/7/1981,TL741,8
1/8/1981,Z80A,7
17/8/1981,BC107,7
30/8/1981,TL741,1
2/9/1981,CAP_1600pf,3
11/9/1981,CAP_27uF,4
1/10/1981,CAP_1600pf,7
14/10/1981,NE555,7
16/10/1981,RES_24K,4
25/10/1981,CAP_27uF,6
2/11/1981,RES_68M,6
9/11/1981,AC125,1
17/11/1981,BC108,7
17/12/1981,CAP_1600pf,8
18/12/1981,BC107,5
21/12/1981,CAP_30uF,6
26/12/1981,TL741,3
10/1/1982,RES_62R,2
13/1/1982,CAP_27uF,1
16/1/1982,CAP_27uF,6
21/1/1982,CAP_1600pf,3
22/1/1982,AC125,7
31/1/1982,RES_220R,3
19/2/1982,BC107,7
20/2/1982,RES_220R,8
22/2/1982,RES_62R,3
24/2/1982,TL741,7
7/3/1982,RES_1R0,2
8/3/1982,NE555,5
8/3/1982,BC107,5
11/3/1982,CAP_240nF,6
27/3/1982,RES_3M6,5
28/3/1982,RES_3M6,7
18/4/1982,RES_75M,5
21/4/1982,RES_510R,6
25/4/1982,RES_24K,4
2/5/1982,TL741,5
31/5/1982,CAP_30uF,8
8/6/1982,CAP_12nF,6
12/6/1982,RES_3M6,5
14/6/1982,BC108,5
20/6/1982,RES_62R,7
22/6/1982,RES_75M,7
28/6/1982,TL741,4
29/6/1982,RES_1R0,2
3/7/1982,BC108,3
8/7/1982,AC125,8
11/7/1982,TL741,4
15/7/1982,RES_24K,7
22/7/1982,RES_1M8,8
29/7/1982,TL741,5
30/7/1982,BC107,7
4/8/1982,RES_1R0,4
20/8/1982,BC108,4
28/8/1982,2N2369A,4
31/8/1982,CAP_12nF,7
1/9/1982,AC125,2
2/9/1982,BC107,6
3/9/1982,LF356,6
8/9/1982,RES_75M,7
17/9/1982,RES_510R,8
23/9/1982,LF356,5
30/9/1982,RES_220R,5
3/10/1982,RES_1M5,3
9/10/1982,RES_3M6,2
12/10/1982,BC107,6
12/10/1982,TL741,8
17/10/1982,RES_24K,8
20/10/1982,BC107,3
20/10/1982,RES_75M,3
22/10/1982,BC107,8
23/10/1982,RES_75M,8
23/10/1982,TL741,3
27/10/1982,2N2369A,3
27/10/1982,CAP_30uF,6
5/11/1982,2N2369A,6
13/11/1982,CAP_30uF,3
15/11/1982,RES_24K,7
28/11/1982,RES_75M,8
29/11/1982,BC107,8
14/12/1982,RES_68M,6
8/1/1983,RES_220R,6
15/1/1983,AC125,8
16/1/1983,2N2369A,3
19/1/1983,CAP_2000nF,8
25/1/1983,Z80A,4
1/2/1983,TL741,8
2/2/1983,TL741,6
15/2/1983,RES_75M,4
16/2/1983,CAP_240nF,3
28/2/1983,RES_62R,7
11/3/1983,CAP_240nF,2
14/3/1983,RES_24K,5
16/3/1983,CAP_30uF,5
16/3/1983,RES_510R,5
20/3/1983,Z80A,8
22/3/1983,NE555,3
24/3/1983,RES_1R0,8
27/3/1983,NE555,2
7/4/1983,BC107,1
13/4/1983,Z80A,6
17/4/1983,Z80A,6
30/4/1983,Z80A,2
1/5/1983,BY127,5
4/5/1983,CAP_12nF,3
9/5/1983,RES_3M6,5
12/5/1983,RES_220R,3
21/5/1983,Z80A,3
24/5/1983,2N2369A,7
10/6/1983,RES_68M,2
14/6/1983,RES_3M6,7
19/6/1983,RES_1M8,6
20/6/1983,RES_1R0,5
28/6/1983,CAP_12nF,7
5/7/1983,TL741,7
20/7/1983,RES_47R,7
20/7/1983,BC108,3
3/8/1983,RES_24K,1
6/8/1983,RES_75M,1
6/8/1983,CAP_240nF,6
13/8/1983,TL741,5
23/8/1983,RES_47R,7
24/8/1983,CAP_27uF,5
1/9/1983,TL741,8
2/9/1983,Z80A,4
4/9/1983,RES_1M8,4
5/9/1983,CAP_30uF,4
10/9/1983,BC107,4
23/9/1983,RES_220R,5
27/9/1983,RES_1M5,2
1/10/1983,RES_220R,6
5/10/1983,Z80A,7
8/10/1983,RES_1M5,8
17/10/1983,RES_24K,6
18/10/1983,RES_1R0,2
18/10/1983,CAP_1600pf,8
25/10/1983,RES_68M,4
26/10/1983,RES_68M,7
29/10/1983,TL741,7
29/10/1983,NE555,3
4/11/1983,TL741,5
20/11/1983,RES_220R,2
25/11/1983,RES_510R,3
25/11/1983,CAP_30uF,4
27/11/1983,RES_1M5,2
27/11/1983,RES_220R,5
3/12/1983,BC108,2
4/12/1983,AC125,8
7/12/1983,Z80A,5
8/12/1983,TL741,2
18/12/1983,CAP_240nF,4
4/1/1984,LF356,8
7/1/1984,RES_62R,3
12/1/1984,AC126,8
12/1/1984,CAP_27uF,6
14/1/1984,2N2369A,7
16/1/1984,OC44,8
16/1/1984,BC108,3
17/1/1984,TL741,7
2/2/1984,RES_1R0,5
2/2/1984,RES_24K,4
5/2/1984,RES_68M,1
15/2/1984,RES_62R,6
26/2/1984,AC125,4
27/2/1984,AC126,7
3/3/1984,RES_3M6,1
6/3/1984,Z80A,4
12/3/1984,Z80A,6
12/3/1984,CAP_18pF,5
13/3/1984,RES_510R,7
18/3/1984,CAP_12nF,8
26/3/1984,CAP_27uF,3
29/3/1984,RES_24K,7
3/4/1984,BC107,4
18/4/1984,CAP_2000nF,3
20/4/1984,TL741,4
23/4/1984,RES_4R7,4
24/4/1984,CAP_2000nF,7
25/4/1984,RES_200K,8
